flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
44123203,8834851,JA806P,A320,APJ152,MM152,FUK,KIX,KIX,
44123215,7864737,B-HSK,A320,HDA852,KA852,HKG,WUH,WUH,
44123253,7866972,B-KQL,B77W,CPA829,CX829,YYZ,HKG,HKG,
44123201,14975550,PR-GGN,B738,GOL1098,G31098,CNF,SSA,SSA,
44123272,10899824,N506NK,A319,NKS631,,DTW,TPA,TPA,
44123208,9044683,PK-AXU,A320,AWQ8365,QZ8365,BDO,SIN,SIN,
44123265,7405700,HZ-AS36,A320,SVA1678,SV1678,AHB,RUH,RUH,
44123226,10766328,N375SK,E135,CHQ5304,RP5304,ORD,PIA,PIA,
44123235,8150598,VH-SWO,E170,ANO513,TL513,DIL,DRW,DRW,
44123261,9003123,A6-EAP,A332,UAE836,EK836,BAH,DXB,DXB,
44123225,10594596,N206JQ,E170,TCF5992,S55992,DFW,LGA,LGA,
44123301,,N11181,E45X,ASQ4381,EV4381,DTW,EWR,EWR,
44123347,10812770,N420UA,A320,UAL217,UA217,IAH,DTW,DTW,
44123398,10494088,N107US,A320,AWE719,US719,PHL,MIA,MIA,
44123311,7864841,B-LAH,A333,CPA139,CX139,HKG,SYD,SYD,
44090612,0,,GLF5,GLF5,,,,,
44123402,7866797,B-6970,A320,9C8569,,,,,
44123338,10639694,N250UP,MD11,UPS99,5X99,ANC,,,
44057790,9006773,-,,WKS3,,DXB,,,
44123310,10488996,N102FE,B763,FDX502,,MEM,ATL,ATL,
44123308,,N702SK,CRJ7,SKW6349,OO6349,IAD,COS,COS,
44123309,7864409,B-5225,B737,CES2583,MU2583,DLC,KMG,KMG,
44123327,,N669CA,CRJ7,GJS2992,G72992,JFK,JAX,JAX,
44123399,7864858,B-LID,B744,CPA2080,,,,,
44123373,,N8968E,CRJ2,FLG3478,9E3478,OMA,DTW,DTW,
44123336,11339685,N939FR,A319,FFT902,F9902,ATL,TTN,TTN,
44123392,9044655,PK-GLF,A320,CTV885,,BTH,KNO,KNO,
44123378,7786062,9V-SRN,B772,SIA213,SQ213,SIN,PER,PER,
44123365,,N292PQ,CRJ9,FLG3773,9E3773,LGA,CLT,CLT,
44123305,,N228JB,E190,JBU1384,B61384,RDU,BOS,BOS,
44123340,7865636,B-5422,B738,CCA1495,CA1495,PEK,ZYI,ZYI,
44123324,,N8970D,CRJ2,FLG2901,9E2901,JFK,YUL,YUL,
44123359,,N24729,B737,UAL1632,UA1632,IAH,LGA,LGA,
44123353,,N913SW,CRJ2,SKW5230,OO5230,CLE,ORD,ORD,
44123346,11236903,N838AW,A319,AWE673,US673,MKE,PHX,PHX,
44123401,7864634,B-HOP,B744,,,,,,
44123314,0,,CL30,CL30,,,,,
44123339,7866713,B-6956,A320,CSC8701,3U8701,CTU,SZX,SZX,
44123400,9044548,PK-GFJ,B738,GIA652,,DPS,DJJ,DJJ,
44123377,14977380,PR-AVH,A318,PRAVH,,CWB,,,
44090611,0,,C550,C550,,,,,
44123376,9044528,PK-CKI,B733,SJY4,SJ8,CGK,,,
44123306,10768230,N377SK,E135,CHQ5307,RP5307,AZO,ORD,ORD,
44123330,,N724EV,CRJ7,ASQ5456,EV5456,CMH,LGA,LGA,
44123391,8390278,VT-IEO,A320,IGO207,,,,,
44123394,11307622,N907NN,B738,AAL1519,AA1519,PHX,DFW,DFW,
44123397,9003418,A6-EGA,B77W,UAE226,EK226,SFO,DXB,DXB,
44123328,10758962,N368NB,A319,DAL1833,DL1833,CVG,LAX,LAX,
44123312,9044906,PK-GLP,A320,CTV630,QG630,SUB,,,
44123337,262202,ET-AOA,B738,ETH621,ET621,KWI,ADD,ADD,
44123396,8154521,VH-VXN,B738,TEST,,BNE,,,
44123393,7864695,B-HXJ,A343,CPA723,CX270,AMS,HKG,HKG,
44123395,8154196,VH-VOM,B738,VOZ938,VA938,BNE,SYD,SYD,
44090700,0,,C56X,C56X,,,,,
44057924,7866192,B-6780,A320,CSZ9221,ZH9221,NKG,,,
44123447,10511092,N124EB,B350,,,,,,
44123421,11257107,N858AC,C441,N858AC,,,,,
44123465,10947729,N553WN,B737,,,,,,
44123434,11182695,N78448,B739,UAL1033,UA1033,IAH,SFO,SFO,
44123489,10532930,N14542,E145,BTA5678,,,,,
44123428,11097725,N700VV,TBM7,N700VV,,,,,
44123462,10921655,N528AS,B738,,,,,,
44123406,9044839,PK-LKM,B739,LNI393,JT393,PKU,CGK,CGK,
44123467,0,,CL60,CL60,,,,,
44123456,0,,PRM1,PRM1,,,,,
44123463,10925199,N531EG,CRJ7,,,,,,
44123466,10985258,N590UA,B752,,,,,,
44123476,11162110,N764SK,CRJ7,,,,,,
44123453,10594583,N206JB,E190,JBU1446,B61446,CLT,BOS,BOS,
44123493,11255808,N8560F,CRJ2,,,,,,
44123495,0,,LJ45,LJ45,,,,,
44123485,3412298,EC-GLE,A343,IBE6820,IB6820,GRU,MAD,MAD,
44123499,11291993,N892GA,MD83,,,,,,
44123470,11051831,N656CA,CRJ7,,,,,,
44123469,10998782,N603SK,CRJ7,,,,,,
44123494,11261526,N862AS,CRJ2,,,,,,
44123501,12585875,C-FEJY,E170,SKV7415,,YUL,ORD,ORD,
44123492,10914047,N520AS,B738,,,,,,
44123486,4958817,TC-JSA,A321,THY761,,DXB,IST,IST,
44123474,11144732,N747SA,B737,,,,,,
44123487,11226103,N827MH,B764,DAL400,DL400,JFK,CDG,CDG,
44123404,11361447,N960FD,B752,,,,,,
44123490,10764426,N373SK,E135,CHQ5278,AA5278,HPN,ORD,ORD,
44123457,10728629,N338NB,A319,,,,,,
44123482,7865687,B-6559,A320,CES2285,MU2285,SHA,WEH,WEH,
44123458,10795922,N404AW,CRJ2,,,,,,
44123451,10562595,N175DZ,B763,DAL116,DL116,ATL,STR,STR,
44123488,8771520,JA56AN,B738,ANA787,NH787,HND,ONJ,ONJ,
44123448,10518981,N13133,E145,BTA4142,,,,,
44123498,12587923,C-FHKS,E190,ACA723,AC723,LGA,YYZ,YYZ,
44123497,11289842,N89WC,B350,,,,,,
44123496,0,,GLF4,GLF4,,,,,
44123481,4587070,SQBREF1,GRND,SQBREF1,,CPH,,,
44123461,10873498,N480WN,B737,,,,,,
44123480,8994936,A9C-AQ,A320,,,,,,
44123500,11296426,N8965E,CRJ2,,,,,,
44123491,0,,C56X,C56X,,,,,
44123449,10606907,N218WN,B737,,,,,,
44123478,11187087,N789SK,CRJ7,,,,,,
44123445,4958796,TC-JRL,A321,THY114,TK114,IST,YNB,YNB,
44123502,0,,C550,C550,,,,,
44123437,,N121DE,B763,DAL1654,DL1654,LAX,ATL,ATL,
44123407,8390181,VT-IEC,A320,IGO171,6E171,DEL,BOM,BOM,
44123477,0,,C25B,C25B,,,,,
44123473,11121886,N72405,B739,,,,,,
44123446,0,,FA7X,FA7X,,,,,
44090676,7786209,9V-SWA,B77W,SIA306,SQ306,SIN,LHR,LHR,
44123484,14977725,PR-ATE,AT76,AZU2632,AD2632,CGB,BVH,BVH,
44123450,10554915,N16703,B737,,,,,,
44123479,11226099,N827MD,E170,3364105,,,,,
44057919,7455366,HL8286,A333,AAR604,OZ604,SPN,ICN,ICN,
44123471,0,,GLF4,GLF4,,,,,
44123454,10631978,N243AF,PC12,,,,,,
44123464,0,,PRM1,PRM1,,,,,
44123442,8157764,VH-YFQ,B738,VOZ323,VA323,MEL,BNE,BNE,
44123483,11380001,N979AN,B738,AAL2255,AA2255,CUN,DFW,DFW,
44123403,4649474,-,,,,,,,
44123443,7785862,9V-SLF,A320,SLK346,MI346,SIN,PEN,PEN,
44123475,11148195,N750SK,CRJ7,,,,,,
44123433,,N935XJ,CRJ9,FLG4190,9E4190,ORD,MSP,MSP,
44123459,10805574,N413WN,B737,,,,,,
44123472,11117572,N720EV,CRJ7,,,,,,
44123405,9015450,B-22310,A320,TNA606,GE606,TPE,NRT,NRT,
44123566,7864719,B-HLO,A333,CPA415,CX415,ICN,HKG,HKG,
44123600,10576424,N189AN,B752,AAL2262,AA2262,MIA,JFK,JFK,
44123583,5023058,EI-DVC,B733,MSA731,,,,,
44123599,9011253,P2-ANQ,F100,ANG181,PX181,HGU,POM,POM,
44123557,,N13553,E145,ASQ4133,EV4133,PVD,EWR,EWR,
44123537,8157174,VH-XZC,B738,QFA907,QF907,KTA,PER,PER,
44123543,11247444,N848UA,A319,UAL578,UA578,DFW,ORD,ORD,
44123539,7864614,B-HLC,A333,HDA451,KA451,KHH,HKG,HKG,
44123503,11324261,N923XJ,CRJ9,,,,,,
44123524,0,,,,,,,,
44123534,10952173,N558JB,A320,JBU1116,B61116,TPA,LGA,LGA,
44123584,8912949,HS-TAT,A30B,THA123,TG123,CNX,BKK,BKK,
44123505,11331949,N931AN,B738,,,,,,
44123581,11363349,N962FD,B752,,,,,,
44123572,11347882,N947FD,B752,FDX1359,FX1359,FAT,RNO,RNO,
44123577,,N936DN,MD90,DAL1661,DL1661,PHL,ATL,ATL,
44123594,,N190JB,E190,JBU1159,B61159,BOS,PHL,PHL,
44123576,,N187JB,E190,JBU576,B6576,MSY,JFK,JFK,
44123602,7701030,RP-C3265,A320,CEB323C,,MNL,,,
44123542,11197209,N799SW,B737,,,,,,
44123570,11345939,N945DN,MD90,,,,,,
44123541,10930122,,,,,,,,
44123513,5275933,UR-GAS,B735,,,,,,
44123504,11326050,N925SW,CRJ2,,,,,,
44123568,7668325,9M-MUC,A332,THY6388,TK6388,BUD,IST,IST,
44123604,11119414,N722CK,B722,,,,,,
44123598,4735308,PH-HZG,B738,SCX369,SY369,MSP,TPA,TPA,
44123580,7866167,B-6137,A388,CSN326,CZ326,SYD,CAN,CAN,
44123585,11250576,N851FD,B77F,FDX3,FX3,,,,
44123520,11232148,N833AW,A319,AWE558,US558,DFW,PHL,PHL,
44123587,10674831,N285WN,B737,,,,,,
44123596,10774140,N383AN,B763,AAL933,AA933,MIA,GYE,GYE,
44123601,11303634,N903FD,B752,,,,,,
44123517,11164069,N766US,A319,AWE864,US864,PVD,CLT,CLT,
44123571,8389815,VT-SGB,B739,SEJ211,SG211,DEL,HYD,HYD,
44123510,11375246,N974AN,B738,,,,,,
44123540,10589188,N200WN,B737,,,,,,
44123553,,N8800G,CRJ2,FLG3680,9E3680,PHL,DTW,DTW,
44123507,11337225,N936XJ,CRJ9,,,,,,
44123538,11044724,N649JB,A320,JBU1972,B61972,PBI,HPN,HPN,
44123597,8837578,JA8362,B763,AJX8476,NQ8476,ICN,NRT,NRT,
44123582,7866527,B-2728,B788,CHH7137,HU7137,PEK,XIY,XIY,
44123603,10805482,N413SW,CRJ2,,,,,,
44123586,11277639,N878NN,B738,AAL1414,AA1414,MIA,ATL,ATL,
44123573,15286473,CP-2551,B733,BOV680,OB680,LPB,VVI,VVI,
44123564,7455361,HL8281,A321,AAR107,OZ107,NRT,ICN,ICN,
44123509,11349741,N949DL,MD88,,,,,,
44123508,0,,C750,C750,,,,,
44123569,0,,C750,C750,,,,,
44123521,,N590UA,B752,UAL389,UA389,JFK,SFO,SFO,
44123511,11392863,,,,,,,,
44123679,9015583,B-18711,B744,CAL5253,CI5253,DFW,ANC,ANC,
44123670,,N14198,E45X,ASQ3274,EV3274,RSW,CLE,CLE,
44123630,,N953DL,MD88,DAL1619,DL1619,LGA,MSP,MSP,
44123674,9044964,PK-AZC,A320,AWQ7559,QZ7559,JOG,CGK,CGK,
44123644,,N608CZ,E170,CPZ5754,CP5754,MCI,DTW,DTW,
44123651,4197774,G-EZAD,A319,EZY150J,U23964,TLS,CDG,CDG,
44123691,12599664,C-FYUH,B738,SWG678,WG678,YWG,VRA,VRA,
44123688,7866938,B-KQH,B77W,CPA2584,CX2584,HKG,CTS,CTS,
44123675,7865868,B-6646,A320,9C9901,,,,,
44123607,7405696,HZ-AS18,A320,SVA1943,SV1943,AHB,JED,JED,
44123615,,N913AN,B738,AAL1486,AA1486,MIA,DCA,DCA,
44123637,4736055,PH-CKD,B744,MPH96,MP96,DWC,AMS,AMS,
44123636,7786545,9V-TAQ,A320,TGW2308,TR2308,SIN,HAN,HAN,
44123620,7865866,B-6633,A321,CCA4305,CA4305,CTU,CAN,CAN,
44123632,0,,GLF5,GLF5,,,,,
44123656,12589734,C-FKCJ,B752,CJT621,W8621,YQM,YMX,YMX,
44123647,9044852,PK-GLK,A320,CTV888,QG888,DPS,BDO,BDO,
44123698,,N974AN,B738,AAL235,AA235,JFK,SEA,SEA,
44123706,7668447,9M-LMJ,AT76,OD1201,OD1201,SZB,JHB,JHB,
44123678,11058108,N662AW,A320,,,,,,
44123657,0,,CL30,CL30,,,,,
44123671,,N969SW,CRJ2,SKW5266,OO5266,SFO,SAN,SAN,
44123621,7864715,B-HNL,B772,CXBHNL,,HKG,,,
44123702,,N863RW,E170,TCF3563,S53563,ATL,ORD,ORD,
44123648,11340015,N939UW,B752,AWE808,US808,STT,CLT,CLT,
44123605,11222021,N823AE,E135,,,,,,
44123619,7865796,B-6605,A321,CCA1609,CA1609,PEK,CGQ,CGQ,
44119639,4959018,TC-JYJ,B739,THY626,TK626,LOS,IST,IST,
44123650,8945815,VN-A669,A320,VJC8881,VJ8881,HAN,DAD,DAD,
44123653,4342039,VP-BKY,A320,AFL1451,SU1451,KEJ,SVO,SVO,
44123631,11313818,N913JB,A321,,,,,,
44123629,,N607CZ,E170,CPZ5825,CP5825,BNA,LGA,LGA,
44123689,7668245,9M-MSF,B738,MAS841,MH841,KNO,KUL,KUL,
44123649,8133858,VH-FZO,F100,VOZ1851,VA1851,PER,KGI,KGI,
44123672,,N610CZ,E170,CPZ5686,CP5686,SLC,SFO,SFO,
44123633,11154712,N757LV,B737,,,,,,
44123692,7701257,RP-C8783,A333,PAL654,PR654,MNL,RUH,RUH,
44123608,8933550,HS-TEN,A333,THA651,TG651,PUS,BKK,BKK,
44090866,10725938,N335UP,B763,UPS108,5X108,ANC,NRT,NRT,
44123654,9015513,B-16710,B77W,EVA11,BR11,LAX,TPE,TPE,
44123618,0,,CL30,CL30,,,,,
44123677,7634977,OD-MEC,A332,MEA571,ME571,BEY,LOS,LOS,
44123638,9003148,A6-ERM,A343,UAE526,EK526,DXB,HYD,HYD,
44123655,0,,C56X,C56X,,,,,
44123666,,N15555,E145,ASQ5860,EV5860,DAY,ORD,ORD,
44123676,9044527,PK-CKH,B733,,,,,,
44123690,9003550,A6-ABO,A320,ABY433D,,SHJ,,,
44123652,14977748,PR-MYO,A320,TAM3742,JJ3742,FOR,BEL,BEL,
44123606,7405595,HZ-AI4,B748,SVA930,SV930,FRA,RUH,RUH,
44123680,4735429,PH-CKC,B744,MPH98,,DWC,AMS,AMS,
44123776,4489526,-,,INSP617,,BRU,,,
44123786,7867144,B-5789,B738,CDG4959,SC4959,XMN,SYX,SYX,
44123764,3416330,EC-IZY,A346,IBE6024,IB6024,GIG,MAD,MAD,
44123775,7866910,B-LNY,A332,CRK9131,HX9131,HKG,BKK,BKK,
44123740,9045003,PK-GNC,B738,GIA841,GA841,SIN,DPS,DPS,
44123777,8914008,HS-ABX,A320,AIQ2782,FD2782,DMK,HAN,HAN,
44123761,10665181,N276AY,A333,AWE716,US716,PHL,MUC,MUC,
44123758,10563448,N176AA,B752,AAL1029,AA1029,JFK,SJU,SJU,
44123742,10561061,N173US,A321,AWE2039,US2039,LGA,CLT,CLT,
44123750,,N249JB,E190,JBU827,B6827,BOS,BWI,BWI,
44123791,434514,A7-AHX,A320,,,,,,
44090994,8933716,HS-TJT,B772,THA465,TG465,BKK,MEL,MEL,
44123753,,N603SK,CRJ7,SKW4693,OO4693,LAX,SEA,SEA,
44123727,14978631,PR-TYB,A320,TAM3300,JJ3300,CGH,BPS,BPS,
44118264,8154512,VH-VXE,B738,QFA970,QF970,BNE,TSV,TSV,
44123724,10603883,N215PS,CRJ2,,,,,,
44123708,172424,TS-IMI,A320,TAR397,TU397,TUN,ABJ,ABJ,
44123728,9006716,-,,,,,,,
44123736,,N413SW,CRJ2,SKW2580,OO2580,SJC,LAX,LAX,
44123729,8159415,VH-ZPL,E190,VOZ834,VA834,SYD,MEL,MEL,
44123765,7455525,HL8235,B738,TW702,TW702,CJU,GMP,GMP,
44123748,11118416,N721AN,B77W,AAL56,AA56,MIA,LHR,LHR,
44123792,7776872,9V-JSH,A320,JSA533,3K533,SIN,HKT,HKT,
44123784,4954184,TC-FBH,A320,FHY922,,,,,
44123774,7865458,B-5379,B738,CSZ9829,ZH9829,SZX,DLC,DLC,
44123771,,N611SK,CRJ7,SKW4484,OO4484,OAK,LAX,LAX,
44090955,10726889,N336UP,B763,UPS105,,PVG,ANC,ANC,
44123783,,N503MJ,CRJ7,ASH3773,YV3773,MCI,IAD,IAD,
44123741,7867296,B-9952,A320,CSN3457,CZ3457,SZX,CTU,CTU,
44123725,10843165,N450WN,B737,,,,,,
44123744,7866664,B-6932,A320,9C8875,,,,,
44119654,11087356,N69063,B764,UAL15,,,,,
44090944,11122220,N725AN,B77W,AAL107,AA107,LHR,JFK,JFK,
44123760,11281093,N881NN,B738,AAL1073,AA1073,MIA,LGA,LGA,
44123757,11261159,N8610A,B738,SWA721,WN721,TPA,CMH,CMH,
44123766,11253776,N854VA,A320,VRD357,VX357,BOS,SFO,SFO,
44123785,15204945,CC-COY,A319,LPE2398,LP2398,LIM,,,
44123734,10713763,N323NB,A319,DAL719,DL719,MSP,MCI,MCI,
44123795,7864669,B-HXC,A343,CPA710,CX710,SIN,HKG,HKG,
44123730,4196345,G-YMMN,B772,BAW273,,,,,
44123745,10655249,N266JB,E190,JBU824,B6824,MCO,DCA,DCA,
44123709,11313745,N913FD,B752,,,,,,
44123773,7786547,9V-TAS,A320,TGW2782,TR2782,SIN,CEB,CEB,
44123806,15220824,HC-CLB,A320,LNE1515,XL1515,UIO,GYE,GYE,
44058257,4688441,-,,BIL9,,BGO,,,
44123803,4738236,PH-BVI,B77W,KLM809,KL809,KUL,CGK,CGK,
44123722,,N613SK,CRJ7,SKW150K,DL4698,LAX,PHX,PHX,
44123726,12593629,C-FPWE,A320,ACA756,AC756,SFO,YYZ,YYZ,
44123796,7668227,9M-MXC,B738,MAS713,MH713,KUL,CGK,CGK,
44123794,7405715,HZ-ASK,A321,SVA1804,SV1804,GIZ,RUH,RUH,
44123802,8144146,VH-NXG,B712,QJE1801,QF1801,PBO,PER,PER,
44123778,10673880,N284WN,B737,,,,,,
44123756,11037365,N641UA,B763,UAL681T,,ORD,SFO,SFO,
44123759,10516441,N12921,E145,BTA5675,,,,,
44123804,4958633,TC-JMI,A321,THY144,TK144,IST,RUH,RUH,
44123743,8153916,VH-VGU,A320,JST814,JQ814,SYD,BNE,BNE,
44123807,8912955,HS-TAY,A30B,THA426,TG426,PEN,BKK,BKK,
44123869,0,,C25C,C25C,,,,,
44123851,11042640,N647AV,A319,AVA251,AV251,SDQ,BOG,BOG,
44123884,13139741,NZ7121,BE20,KNG7121,,PMR,,,
44123850,3761571,F-GZND,B77W,AFR264,AF264,CDG,ICN,ICN,
44123833,7867121,B-5770,B738,CSN3891,CZ3891,SWA,CAN,CAN,
44123840,8814740,JA73AN,B738,ANA281,NH281,HND,TKS,TKS,
44123825,3754500,F-GSQE,B77W,AFR225,AF225,DEL,CDG,CDG,
44123843,9003380,A6-EWB,B77L,UAE788,EK788,ACC,DXB,DXB,
44123895,7864952,B-6225,A319,CCA4125,CA4125,PEK,LXA,LXA,
44123859,12591618,C-FMWV,B763,ACA620,AC620,YYZ,YHZ,YHZ,
44123900,7866471,B-6881,A320,CCA4151,CA4151,CTU,URC,URC,
44123842,8389849,VT-SGD,B739,SEJ106,SG106,MAA,BOM,BOM,
44123862,8389639,VT-SPP,B738,SEJ131,SG131,DEL,BOM,BOM,
44123723,11262180,N8622A,B738,SWA4635,WN4635,DEN,BDL,BDL,
44123870,11258368,N859NN,B738,AAL2432,AA2432,MIA,GUA,GUA,
44123887,7864686,B-HNF,B773,,,,,,
44123881,12591016,C-FLZR,B738,SWG482,,,,,
44123809,7864647,B-HUE,B744,CPA403,,,,,
44091097,11019552,N624AG,B752,DAL2362,DL2362,LAX,JFK,JFK,
44123885,7864788,B-HSN,A320,HDA825,KA825,CTU,HKG,HKG,
44123863,9003287,A6-ECP,B77W,UAE772,EK772,DXB,CPT,CPT,
44123839,7700983,RP-C8994,A320,Z2018,Z2018,MNL,,,
44123879,0,,LJ35,LJ35,,,,,
44123832,11323089,N922NN,B738,AAL1063,AA1063,LAX,ORD,ORD,
44123896,9044507,PK-GFA,B738,GIA350,GA350,SUB,BPN,BPN,
44123857,12600247,C-FZQS,A320,ACA1203,AC1203,TPA,YYZ,YYZ,
44123882,4689735,LN-RKN,A333,SAS908,SK908,EWR,OSL,OSL,
44123897,7866875,B-9917,A320,CSN352,CZ352,SIN,CAN,CAN,
44123830,14975116,PR-MHF,A320,TAM3550,JJ3550,GIG,SLZ,SLZ,
44123818,8389769,VT-JLA,B737,JLL4625,S24625,BOM,BHO,BHO,
44123873,11260570,N861AM,B738,AMX18,AM18,MEX,LIM,LIM,
44123880,14974982,PR-GTO,B738,GOL7452,G37452,GRU,EZE,EZE,
44123871,9044474,PK-LGR,B739,LNI570,JT570,CGK,SUB,SUB,
44123824,8720774,JA314J,B738,JAL1602,JL1602,HIJ,HND,HND,
44123844,0,,C56X,C56X,,,,,
44123835,4958635,TC-JMK,A321,THY773,TK773,KWI,IST,IST,
44123898,11061407,N665US,B744,DAL469,DL469,TLV,JFK,JFK,
44123852,1387671,RA-76951,IL76,VDA4065,VI4065,OVB,,,
44123841,434578,A7-AFZ,A332,QTR8314,QR8314,DOH,,,
44123872,10847920,N455WN,B737,,,,,,
44123899,11322138,N921NN,B738,AAL1193,AA1193,LGA,DFW,DFW,
44123894,9006737,-,,AIR10,,DXB,,,
44123823,8154600,VH-VZU,B738,QFA1091,QF1091,ZNE,PER,PER,
44123849,11172624,N7746C,B737,SWA686,WN686,FLL,SJU,SJU,
44123836,8153870,VH-VFK,A320,JST762,JQ762,SYD,ADL,ADL,
44123860,7454480,HL7710,A333,KAL2725,KE2725,GMP,KIX,KIX,
44123826,10546951,N15973,E145,BTA4572,,,,,
44123901,4342334,VP-BLX,A332,AFL107,SU107,LAX,SVO,SVO,
44123853,,N415UA,A320,UAL691,UA691,LGA,ORD,ORD,
44123812,11359895,N959FD,B752,FDX381,,MEM,ATL,ATL,
44123886,7867184,B-5808,B737,FM9189,FM9189,PVG,JNZ,JNZ,
44123905,0,,GLF4,GLF4,,,,,
44123831,0,,C750,C750,,,,,
44123808,8659602,JA09MC,A320,SFJ45,7G45,HND,FUK,FUK,
44123827,11337204,N936WN,B737,,,,,,
44123907,14692420,LV-CAD,B737,ARG1294,AR1294,GIG,,,
44123816,7865875,B-5269,B737,FM9449,FM9449,SHA,LJG,LJG,
44123861,3145928,I-BIKD,A320,AZA981P,,,,,
44123902,14026172,,,,,,,,
44123883,7864993,B-5231,B737,CES5716,MU5716,PEK,KMG,KMG,
44123822,7865760,B-6595,A321,CCA162,CA162,KIX,PEK,PEK,
44123874,10586993,N199UW,A321,AWE1782,US1782,DFW,CLT,CLT,
44123848,10678190,N289CT,B737,,,,,,
44123819,7865821,B-2077,B77F,CKK247,CK247,PVG,KIX,KIX,
44091107,45554,ZS-SXD,A343,SAA203,SA203,DKR,JFK,JFK,
44123834,9003702,A6-FDK,B738,FDB860,FZ860,ELQ,DXB,DXB,
44123928,14975329,PR-GIT,B738,GOL7623,G37623,CCS,GRU,GRU,
44123958,7700607,RP-C8606,A320,PAL110,PR110,MNL,GUM,GUM,
44123937,7865616,B-6551,A321,,,,,,
44123961,7455269,HL8225,B738,KAL681,KE681,ICN,SGN,SGN,
44123950,11051280,N655UA,B763,UAL928,UA928,ORD,LHR,LHR,
44123920,7700630,RP-C3333,A333,PR300,PR300,MNL,HKG,HKG,
44058462,8156993,VH-XUB,E120,XUB,,PER,,,
44058377,0,,BE40,BE40,,,,,
44123980,8655022,JA04MC,A320,SFJ21,7G21,HND,KIX,KIX,
44123933,8390606,VT-IFR,A320,IGO591,6E591,DEL,NAG,NAG,
44123997,14978126,PR-MYU,A320,TAM3208,JJ3208,BSB,UDI,UDI,
44123956,0,,BE40,BE40,,,,,
44123952,9044900,PK-RMT,A320,MDL861,RI861,SIN,KNO,KNO,
44123974,,N351JB,E190,JBU1282,B61282,RIC,BOS,BOS,
44123955,,N73251,B738,UAL1183,UA1183,DEN,SFO,SFO,
44123991,,N797SK,CRJ7,SKW5171,OO5171,LAX,SMF,SMF,
44124001,8122383,B-2064,B772,CCA9503,CA9503,SZX,CKG,CKG,
44123993,7867153,B-2732,B788,CSN3101,CZ3101,CAN,PEK,PEK,
44123973,4895253,SE-LPU,ATP,SWN35,,,,,
44123926,7786120,9V-STH,A333,SIA998,SQ998,SIN,RGN,RGN,
44123931,,N6706Q,B752,DAL1288,DL1288,FLL,ATL,ATL,
44123989,10773983,N38257,B738,UAL1170,UA1170,DEN,ORD,ORD,
44123977,10856588,N464AW,CRJ2,,,,,,
44123962,14709711,LV-GOO,B737,AR1499,AR1499,JUJ,AEP,AEP,
44123929,7455303,HL8247,B738,KAL757,KE757,ICN,NGO,NGO,
44123909,811062,9Y-TTA,AT76,BW1538,BW1538,POS,TAB,TAB,
44123951,7865877,B-6640,A320,HO1269,HO1269,JUH,CTU,CTU,
44123917,8945831,VN-A555,A320,PIC570,BL570,SGN,BMV,BMV,
44123987,11369439,N968WN,B737,,,,,,
44123918,0,,C750,C750,,,,,
44123942,12617623,C-GZJA,CRJ2,,,,,,
44123966,4770581,SP-TVZ,B738,TVP7505,3Z7505,MIR,WAW,WAW,
44123921,7867154,B-2733,B788,CSN3523,CZ3523,CAN,SHA,SHA,
44123960,4734980,PH-BFE,B744,KLM856,KL856,ICN,AMS,AMS,
44124003,10821329,N429UA,A320,,,,,,
44123982,4220622,G-TAWG,B738,TOM74B,,LGW,TFS,TFS,
44123924,10891155,N498UA,A320,UAL443,UA443,LGA,IAH,IAH,
44123925,11206734,N808HK,E145,,,,,,
44123940,3425092,EC-LUX,A333,IBE6274,IB6274,ORD,MAD,MAD,
44123981,9044416,PK-GEO,B738,GIA151,GA151,BTH,CGK,CGK,
44123968,9044473,PK-LGQ,B739,LNI1341,JT1341,PLM,CGK,CGK,
44123948,9044573,PK-AXM,A320,AWQ7534,QZ7534,CGK,DPS,DPS,
44123988,8189037,-,,,,,,,
44123986,11163280,N76504,B738,,,,,,
44123911,7701029,RP-C3264,A320,CEB593,5J593,CEB,DVO,DVO,
44123967,7700579,RP-C8600,A319,PAL844,PR844,CEB,MNL,MNL,
44123919,7864407,B-5210,B737,KN5665,KN5665,NAY,UYN,UYN,
44123995,15253584,,,232,,,,,
44124005,11058289,N662JB,A320,JBU71,B671,JFK,SLC,SLC,
44123979,11243194,N844AE,E135,EGF3032,,ORD,BWI,BWI,
44123938,,N449SW,CRJ2,SKW4704,OO4704,MSP,BNA,BNA,
44123994,8913988,HS-ABD,A320,AIQ3250,FD3250,DMK,KKC,KKC,
44058405,7866923,B-KPZ,B77W,CPA826,CX826,HKG,YYZ,YYZ,
44123996,7866459,B-6858,A320,CDC8686,,CTU,,,
44123915,12615842,C-GWSN,B737,WJA173,WS173,YEG,YYJ,YYJ,
44123992,9003918,A6-ANU,A320,ABY296,G9296,KBP,SHJ,SHJ,
44123978,11215034,N816MA,E170,,,,,,
44123946,,N954SW,CRJ2,SKW6356,OO6356,SFO,SLC,SLC,
44124004,4344125,VQ-BJJ,B738,,,,,,
44123936,8654956,JA04JJ,A320,JJP203,GK203,NRT,KIX,KIX,
44123923,0,,F2TH,F2TH,,,,,
44124002,0,,PRM1,PRM1,,,,,
44123916,7668043,9M-AFY,A320,AXM1458,AK1458,KUL,SGN,SGN,
44123927,10881304,,,,,,,,
